idiom,part_of_speech,word_url
baby up,verb,https://en.wiktionary.org/wiki/baby_up#English
back forty,noun,https://en.wiktionary.org/wiki/back_forty#English
back in the game,phrase,https://en.wiktionary.org/wiki/back_in_the_game#English
back of one's hand,noun,https://en.wiktionary.org/wiki/back_of_one's_hand#English
back up the truck,verb,https://en.wiktionary.org/wiki/back_up_the_truck#English
back-burner,adjective,https://en.wiktionary.org/wiki/back-burner#English
back-cloth star,noun,https://en.wiktionary.org/wiki/back-cloth_star#English
back-of-the-envelope,adjective,https://en.wiktionary.org/wiki/back-of-the-envelope#English
back-patty,adjective,https://en.wiktionary.org/wiki/back-patty#English
back-pocket,verb,https://en.wiktionary.org/wiki/back-pocket#English
back-to-back-to-back,adjective,https://en.wiktionary.org/wiki/back-to-back-to-back#English
back at you,phrase,https://en.wiktionary.org/wiki/back_at_you#English
back down,verb,https://en.wiktionary.org/wiki/back_down#English
back gammon player,noun,https://en.wiktionary.org/wiki/back_gammon_player#English
backhanded compliment,noun,https://en.wiktionary.org/wiki/backhanded_compliment#English
back in,preposition,https://en.wiktionary.org/wiki/back_in#English
back in the day,prepositional phrase,https://en.wiktionary.org/wiki/back_in_the_day#English
back into,verb,https://en.wiktionary.org/wiki/back_into#English
back off,verb,https://en.wiktionary.org/wiki/back_off#English
back office,noun,https://en.wiktionary.org/wiki/back_office#English
backpedal,verb,https://en.wiktionary.org/wiki/backpedal#English
back to square one,adjective,https://en.wiktionary.org/wiki/back_to_square_one#English
back to the drawing board,adverb,https://en.wiktionary.org/wiki/back_to_the_drawing_board#English
back to the wall,noun,https://en.wiktionary.org/wiki/back_to_the_wall#English
back up,verb,https://en.wiktionary.org/wiki/back_up#English
backwater,noun,https://en.wiktionary.org/wiki/backwater#English
bacon-faced,adjective,https://en.wiktionary.org/wiki/bacon-faced#English
bacon-fed,adjective,https://en.wiktionary.org/wiki/bacon-fed#English
bad actor,noun,https://en.wiktionary.org/wiki/bad_actor#English
bad company,noun,https://en.wiktionary.org/wiki/bad_company#English
bad old days,noun,https://en.wiktionary.org/wiki/bad_old_days#English
bad word,noun,https://en.wiktionary.org/wiki/bad_word#English
bad apple,noun,https://en.wiktionary.org/wiki/bad_apple#English
bad blood,noun,https://en.wiktionary.org/wiki/bad_blood#English
bad egg,noun,https://en.wiktionary.org/wiki/bad_egg#English
badge of honor,noun,https://en.wiktionary.org/wiki/badge_of_honor#English
badge bunny,noun,https://en.wiktionary.org/wiki/badge_bunny#English
bad hair day,noun,https://en.wiktionary.org/wiki/bad_hair_day#English
bad iron,noun,https://en.wiktionary.org/wiki/bad_iron#English
bad joke,noun,https://en.wiktionary.org/wiki/bad_joke#English
bad news,noun,https://en.wiktionary.org/wiki/bad_news#English
bad penny,noun,https://en.wiktionary.org/wiki/bad_penny#English
bad taste in one's mouth,noun,https://en.wiktionary.org/wiki/bad_taste_in_one's_mouth#English
bag of bones,noun,https://en.wiktionary.org/wiki/bag_of_bones#English
bag of tricks,noun,https://en.wiktionary.org/wiki/bag_of_tricks#English
bail out,verb,https://en.wiktionary.org/wiki/bail_out#English
baker's dozen,noun,https://en.wiktionary.org/wiki/baker's_dozen#English
baker's half dozen,noun,https://en.wiktionary.org/wiki/baker's_half_dozen#English
bake up,verb,https://en.wiktionary.org/wiki/bake_up#English
balance out,verb,https://en.wiktionary.org/wiki/balance_out#English
balance the books,verb,https://en.wiktionary.org/wiki/balance_the_books#English
balancing act,noun,https://en.wiktionary.org/wiki/balancing_act#English
bale up,verb,https://en.wiktionary.org/wiki/bale_up#English
ball hog,noun,https://en.wiktionary.org/wiki/ball_hog#English
ball of fire,noun,https://en.wiktionary.org/wiki/ball_of_fire#English
ball-breaker,noun,https://en.wiktionary.org/wiki/ball-breaker#English
balloon knot,noun,https://en.wiktionary.org/wiki/balloon_knot#English
balloon goes up,phrase,https://en.wiktionary.org/wiki/balloon_goes_up#English
ballpark estimate,noun,https://en.wiktionary.org/wiki/ballpark_estimate#English
ballpark figure,noun,https://en.wiktionary.org/wiki/ballpark_figure#English
balls of steel,noun,https://en.wiktionary.org/wiki/balls_of_steel#English
balls-out,adjective,https://en.wiktionary.org/wiki/balls-out#English
balls to the wall,adverb,https://en.wiktionary.org/wiki/balls_to_the_wall#English
balum rancum,noun,https://en.wiktionary.org/wiki/balum_rancum#English
banana nose,noun,https://en.wiktionary.org/wiki/banana_nose#English
banana republic,noun,https://en.wiktionary.org/wiki/banana_republic#English
Banbury story of a cock and a bull,noun,https://en.wiktionary.org/wiki/Banbury_story_of_a_cock_and_a_bull#English
band together,verb,https://en.wiktionary.org/wiki/band_together#English
bandwagon fan,noun,https://en.wiktionary.org/wiki/bandwagon_fan#English
bane of someone's existence,noun,https://en.wiktionary.org/wiki/bane_of_someone's_existence#English
bane of someone's life,noun,https://en.wiktionary.org/wiki/bane_of_someone's_life#English
bang down the door,verb,https://en.wiktionary.org/wiki/bang_down_the_door#English
bang one's head against a brick wall,verb,https://en.wiktionary.org/wiki/bang_one's_head_against_a_brick_wall#English
bang away,verb,https://en.wiktionary.org/wiki/bang_away#English
bang for the buck,noun,https://en.wiktionary.org/wiki/bang_for_the_buck#English
bang out,noun,https://en.wiktionary.org/wiki/bang_out#English
bang straw,noun,https://en.wiktionary.org/wiki/bang_straw#English
bang to rights,phrase,https://en.wiktionary.org/wiki/bang_to_rights#English
bang up,adjective,https://en.wiktionary.org/wiki/bang_up#English
bankers' hours,noun,https://en.wiktionary.org/wiki/bankers'_hours#English
banker's dozen,noun,https://en.wiktionary.org/wiki/banker's_dozen#English
bank night,noun,https://en.wiktionary.org/wiki/bank_night#English
bankrupt cart,noun,https://en.wiktionary.org/wiki/bankrupt_cart#English
banyan day,noun,https://en.wiktionary.org/wiki/banyan_day#English
bar sinister,noun,https://en.wiktionary.org/wiki/bar_sinister#English
barber's sign,noun,https://en.wiktionary.org/wiki/barber's_sign#English
bare one's soul,verb,https://en.wiktionary.org/wiki/bare_one's_soul#English
bare one's teeth,verb,https://en.wiktionary.org/wiki/bare_one's_teeth#English
bare poles,noun,https://en.wiktionary.org/wiki/bare_poles#English
bargain basement,noun,https://en.wiktionary.org/wiki/bargain_basement#English
barge in,verb,https://en.wiktionary.org/wiki/barge_in#English
barhop,verb,https://en.wiktionary.org/wiki/barhop#English
bark up the wrong tree,verb,https://en.wiktionary.org/wiki/bark_up_the_wrong_tree#English
barnburner,noun,https://en.wiktionary.org/wiki/barnburner#English
barn find,noun,https://en.wiktionary.org/wiki/barn_find#English
bar none,adverb,https://en.wiktionary.org/wiki/bar_none#English
barrel of laughs,noun,https://en.wiktionary.org/wiki/barrel_of_laughs#English
barrel of monkeys,noun,https://en.wiktionary.org/wiki/barrel_of_monkeys#English
bar star,noun,https://en.wiktionary.org/wiki/bar_star#English
basement battler,noun,https://en.wiktionary.org/wiki/basement_battler#English
base over apex,adverb,https://en.wiktionary.org/wiki/base_over_apex#English
bash into shape,verb,https://en.wiktionary.org/wiki/bash_into_shape#English
bash the bishop,verb,https://en.wiktionary.org/wiki/bash_the_bishop#English
basket house,noun,https://en.wiktionary.org/wiki/basket_house#English
bass-ackwards,adjective,https://en.wiktionary.org/wiki/bass-ackwards#English
bastardly gullion,noun,https://en.wiktionary.org/wiki/bastardly_gullion#English
bat five hundred,verb,https://en.wiktionary.org/wiki/bat_five_hundred#English
bat one's eyes,verb,https://en.wiktionary.org/wiki/bat_one's_eyes#English
bat the breeze,verb,https://en.wiktionary.org/wiki/bat_the_breeze#English
Bat-Signal,noun,https://en.wiktionary.org/wiki/Bat-Signal#English
bat an eyelid,verb,https://en.wiktionary.org/wiki/bat_an_eyelid#English
bat a thousand,verb,https://en.wiktionary.org/wiki/bat_a_thousand#English
bat for the other team,verb,https://en.wiktionary.org/wiki/bat_for_the_other_team#English
batten down the hatches,verb,https://en.wiktionary.org/wiki/batten_down_the_hatches#English
bawl one's eyes out,verb,https://en.wiktionary.org/wiki/bawl_one's_eyes_out#English
bawl out,verb,https://en.wiktionary.org/wiki/bawl_out#English
be a hundred years too early,verb,https://en.wiktionary.org/wiki/be_a_hundred_years_too_early#English
be a man,verb,https://en.wiktionary.org/wiki/be_a_man#English
be at the plague,verb,https://en.wiktionary.org/wiki/be_at_the_plague#English
be in and out,verb,https://en.wiktionary.org/wiki/be_in_and_out#English
be in luck,phrase,https://en.wiktionary.org/wiki/be_in_luck#English
be one's own worst enemy,verb,https://en.wiktionary.org/wiki/be_one's_own_worst_enemy#English
be someone's to lose,verb,https://en.wiktionary.org/wiki/be_someone's_to_lose#English
be still my heart,verb,https://en.wiktionary.org/wiki/be_still_my_heart#English
be-all and end-all,noun,https://en.wiktionary.org/wiki/be-all_and_end-all#English
bean counter,noun,https://en.wiktionary.org/wiki/bean_counter#English
bear away the bell,verb,https://en.wiktionary.org/wiki/bear_away_the_bell#English
bear oneself,verb,https://en.wiktionary.org/wiki/bear_oneself#English
bear the brunt,verb,https://en.wiktionary.org/wiki/bear_the_brunt#English
bear a hand,verb,https://en.wiktionary.org/wiki/bear_a_hand#English
beard the lion in his den,verb,https://en.wiktionary.org/wiki/beard_the_lion_in_his_den#English
bear fruit,verb,https://en.wiktionary.org/wiki/bear_fruit#English
bear in mind,verb,https://en.wiktionary.org/wiki/bear_in_mind#English
be around,verb,https://en.wiktionary.org/wiki/be_around#English
bear up,verb,https://en.wiktionary.org/wiki/bear_up#English
bear with,verb,https://en.wiktionary.org/wiki/bear_with#English
beast with two backs,noun,https://en.wiktionary.org/wiki/beast_with_two_backs#English
beat off with a stick,verb,https://en.wiktionary.org/wiki/beat_off_with_a_stick#English
beat one's swords into plowshares,verb,https://en.wiktionary.org/wiki/beat_one's_swords_into_plowshares#English
beat one's brain,verb,https://en.wiktionary.org/wiki/beat_one's_brain#English
beat one's swords into ploughshares,verb,https://en.wiktionary.org/wiki/beat_one's_swords_into_ploughshares#English
beat the bishop,verb,https://en.wiktionary.org/wiki/beat_the_bishop#English
beat the cock,verb,https://en.wiktionary.org/wiki/beat_the_cock#English
beat the daylights out of,verb,https://en.wiktionary.org/wiki/beat_the_daylights_out_of#English
beat the dust,verb,https://en.wiktionary.org/wiki/beat_the_dust#English
beat the poop out of,verb,https://en.wiktionary.org/wiki/beat_the_poop_out_of#English
beat the stuffing out of,verb,https://en.wiktionary.org/wiki/beat_the_stuffing_out_of#English
beat with the ugly stick,verb,https://en.wiktionary.org/wiki/beat_with_the_ugly_stick#English
beat a dead horse,verb,https://en.wiktionary.org/wiki/beat_a_dead_horse#English
beat around the bush,verb,https://en.wiktionary.org/wiki/beat_around_the_bush#English
beat as one,verb,https://en.wiktionary.org/wiki/beat_as_one#English
beat Banaghan,verb,https://en.wiktionary.org/wiki/beat_Banaghan#English
beat feet,verb,https://en.wiktionary.org/wiki/beat_feet#English
beat it,verb,https://en.wiktionary.org/wiki/beat_it#English
beat off,verb,https://en.wiktionary.org/wiki/beat_off#English
beats one's swords into plowshares,verb,https://en.wiktionary.org/wiki/beats_one's_swords_into_plowshares#English
beats me,phrase,https://en.wiktionary.org/wiki/beats_me#English
beat someone's brains out,verb,https://en.wiktionary.org/wiki/beat_someone's_brains_out#English
beat the clock,verb,https://en.wiktionary.org/wiki/beat_the_clock#English
beat the meat,verb,https://en.wiktionary.org/wiki/beat_the_meat#English
beat the pants off,verb,https://en.wiktionary.org/wiki/beat_the_pants_off#English
beat the shit out of,verb,https://en.wiktionary.org/wiki/beat_the_shit_out_of#English
beautiful people,noun,https://en.wiktionary.org/wiki/beautiful_people#English
beauty queen,noun,https://en.wiktionary.org/wiki/beauty_queen#English
beauty sleep,noun,https://en.wiktionary.org/wiki/beauty_sleep#English
beaver away,verb,https://en.wiktionary.org/wiki/beaver_away#English
become of,verb,https://en.wiktionary.org/wiki/become_of#English
become one flesh,verb,https://en.wiktionary.org/wiki/become_one_flesh#English
bed blocker,noun,https://en.wiktionary.org/wiki/bed_blocker#English
beddy-bye,noun,https://en.wiktionary.org/wiki/beddy-bye#English
bed in,verb,https://en.wiktionary.org/wiki/bed_in#English
bed of roses,noun,https://en.wiktionary.org/wiki/bed_of_roses#English
be down with,verb,https://en.wiktionary.org/wiki/be_down_with#English
beef to the hoof,adjective,https://en.wiktionary.org/wiki/beef_to_the_hoof#English
bee in one's bonnet,noun,https://en.wiktionary.org/wiki/bee_in_one's_bonnet#English
"been there, done that",phrase,"https://en.wiktionary.org/wiki/been_there,_done_that#English"
"been there, done that, bought the T-shirt",phrase,"https://en.wiktionary.org/wiki/been_there,_done_that,_bought_the_T-shirt#English"
"been there, done that, got the T-shirt",phrase,"https://en.wiktionary.org/wiki/been_there,_done_that,_got_the_T-shirt#English"
been to the rodeo,verb,https://en.wiktionary.org/wiki/been_to_the_rodeo#English
beer and skittles,noun,https://en.wiktionary.org/wiki/beer_and_skittles#English
beer goggles,noun,https://en.wiktionary.org/wiki/beer_goggles#English
beer muscles,noun,https://en.wiktionary.org/wiki/beer_muscles#English
before it was cool,prepositional phrase,https://en.wiktionary.org/wiki/before_it_was_cool#English
