idiom,part_of_speech,word_url
lose the bell,verb,https://en.wiktionary.org/wiki/lose_the_bell#English
lose face,verb,https://en.wiktionary.org/wiki/lose_face#English
lose it,verb,https://en.wiktionary.org/wiki/lose_it#English
lose one's cool,verb,https://en.wiktionary.org/wiki/lose_one's_cool#English
lose one's head,verb,https://en.wiktionary.org/wiki/lose_one's_head#English
lose one's mind,verb,https://en.wiktionary.org/wiki/lose_one's_mind#English
lose one's shirt,verb,https://en.wiktionary.org/wiki/lose_one's_shirt#English
lose one's shit,verb,https://en.wiktionary.org/wiki/lose_one's_shit#English
lose one's temper,verb,https://en.wiktionary.org/wiki/lose_one's_temper#English
lose one's touch,verb,https://en.wiktionary.org/wiki/lose_one's_touch#English
lose the number of one's mess,verb,https://en.wiktionary.org/wiki/lose_the_number_of_one's_mess#English
lose touch,verb,https://en.wiktionary.org/wiki/lose_touch#English
loss of face,noun,https://en.wiktionary.org/wiki/loss_of_face#English
lost in the shuffle,phrase,https://en.wiktionary.org/wiki/lost_in_the_shuffle#English
lost on,adjective,https://en.wiktionary.org/wiki/lost_on#English
lost soul,noun,https://en.wiktionary.org/wiki/lost_soul#English
lost cause,noun,https://en.wiktionary.org/wiki/lost_cause#English
lost errand,noun,https://en.wiktionary.org/wiki/lost_errand#English
lost in translation,adjective,https://en.wiktionary.org/wiki/lost_in_translation#English
lots of luck in your senior year,interjection,https://en.wiktionary.org/wiki/lots_of_luck_in_your_senior_year#English
louse up,verb,https://en.wiktionary.org/wiki/louse_up#English
love goggles,noun,https://en.wiktionary.org/wiki/love_goggles#English
love of one's life,noun,https://en.wiktionary.org/wiki/love_of_one's_life#English
love at first sight,noun,https://en.wiktionary.org/wiki/love_at_first_sight#English
love muscle,noun,https://en.wiktionary.org/wiki/love_muscle#English
love nest,noun,https://en.wiktionary.org/wiki/love_nest#English
low blow,noun,https://en.wiktionary.org/wiki/low_blow#English
low-down,adjective,https://en.wiktionary.org/wiki/low-down#English
low-hanging fruit,noun,https://en.wiktionary.org/wiki/low-hanging_fruit#English
lower one's sights,verb,https://en.wiktionary.org/wiki/lower_one's_sights#English
lower the bar,verb,https://en.wiktionary.org/wiki/lower_the_bar#English
lower the boom,verb,https://en.wiktionary.org/wiki/lower_the_boom#English
low on the totem pole,adjective,https://en.wiktionary.org/wiki/low_on_the_totem_pole#English
low road,noun,https://en.wiktionary.org/wiki/low_road#English
lubrication payment,noun,https://en.wiktionary.org/wiki/lubrication_payment#English
luck of the draw,noun,https://en.wiktionary.org/wiki/luck_of_the_draw#English
luck out,verb,https://en.wiktionary.org/wiki/luck_out#English
lucky dog,noun,https://en.wiktionary.org/wiki/lucky_dog#English
lucky duckling,noun,https://en.wiktionary.org/wiki/lucky_duckling#English
lucky star,noun,https://en.wiktionary.org/wiki/lucky_star#English
lucky break,noun,https://en.wiktionary.org/wiki/lucky_break#English
lucky dip,noun,https://en.wiktionary.org/wiki/lucky_dip#English
lump to one's throat,noun,https://en.wiktionary.org/wiki/lump_to_one's_throat#English
lump in one's throat,noun,https://en.wiktionary.org/wiki/lump_in_one's_throat#English
lunatics have taken over the asylum,phrase,https://en.wiktionary.org/wiki/lunatics_have_taken_over_the_asylum#English
made for each other,adjective,https://en.wiktionary.org/wiki/made_for_each_other#English
made of sterner stuff,adjective,https://en.wiktionary.org/wiki/made_of_sterner_stuff#English
made in China,adjective,https://en.wiktionary.org/wiki/made_in_China#English
made in Japan,adjective,https://en.wiktionary.org/wiki/made_in_Japan#English
made in the shade,adjective,https://en.wiktionary.org/wiki/made_in_the_shade#English
mad money,noun,https://en.wiktionary.org/wiki/mad_money#English
magic asterisk,noun,https://en.wiktionary.org/wiki/magic_asterisk#English
magic box,noun,https://en.wiktionary.org/wiki/magic_box#English
magic bullet,noun,https://en.wiktionary.org/wiki/magic_bullet#English
mail it in,verb,https://en.wiktionary.org/wiki/mail_it_in#English
main character,noun,https://en.wiktionary.org/wiki/main_character#English
Citations:Main Street,proper noun,https://en.wiktionary.org/wiki/Citations:Main_Street#English
main man,noun,https://en.wiktionary.org/wiki/main_man#English
Main Street,proper noun,https://en.wiktionary.org/wiki/Main_Street#English
make a better door than a window,verb,https://en.wiktionary.org/wiki/make_a_better_door_than_a_window#English
make a career of,verb,https://en.wiktionary.org/wiki/make_a_career_of#English
make a light,verb,https://en.wiktionary.org/wiki/make_a_light#English
make a mockery of,verb,https://en.wiktionary.org/wiki/make_a_mockery_of#English
make a night of it,verb,https://en.wiktionary.org/wiki/make_a_night_of_it#English
make a pig of oneself,verb,https://en.wiktionary.org/wiki/make_a_pig_of_oneself#English
make a run for it,verb,https://en.wiktionary.org/wiki/make_a_run_for_it#English
make all the difference,verb,https://en.wiktionary.org/wiki/make_all_the_difference#English
make an ass of,verb,https://en.wiktionary.org/wiki/make_an_ass_of#English
make baby Jesus cry,verb,https://en.wiktionary.org/wiki/make_baby_Jesus_cry#English
make beautiful music together,verb,https://en.wiktionary.org/wiki/make_beautiful_music_together#English
make bricks without straw,verb,https://en.wiktionary.org/wiki/make_bricks_without_straw#English
make faces,verb,https://en.wiktionary.org/wiki/make_faces#English
make garden,verb,https://en.wiktionary.org/wiki/make_garden#English
make ground,verb,https://en.wiktionary.org/wiki/make_ground#English
make hard work of,verb,https://en.wiktionary.org/wiki/make_hard_work_of#English
make haste slowly,verb,https://en.wiktionary.org/wiki/make_haste_slowly#English
make heavy going of,verb,https://en.wiktionary.org/wiki/make_heavy_going_of#English
make heavy weather,verb,https://en.wiktionary.org/wiki/make_heavy_weather#English
make interesting,verb,https://en.wiktionary.org/wiki/make_interesting#English
make it rain,verb,https://en.wiktionary.org/wiki/make_it_rain#English
make light work of,verb,https://en.wiktionary.org/wiki/make_light_work_of#English
make matters worse,verb,https://en.wiktionary.org/wiki/make_matters_worse#English
make mention of,verb,https://en.wiktionary.org/wiki/make_mention_of#English
make mincemeat out of,verb,https://en.wiktionary.org/wiki/make_mincemeat_out_of#English
make one's bed,verb,https://en.wiktionary.org/wiki/make_one's_bed#English
make one's bones,verb,https://en.wiktionary.org/wiki/make_one's_bones#English
make one's bow,verb,https://en.wiktionary.org/wiki/make_one's_bow#English
make one's hand,verb,https://en.wiktionary.org/wiki/make_one's_hand#English
make one's mark,verb,https://en.wiktionary.org/wiki/make_one's_mark#English
make one's way,verb,https://en.wiktionary.org/wiki/make_one's_way#English
make oneself clear,verb,https://en.wiktionary.org/wiki/make_oneself_clear#English
make shit of,verb,https://en.wiktionary.org/wiki/make_shit_of#English
make someone's ears sad,verb,https://en.wiktionary.org/wiki/make_someone's_ears_sad#English
make someone's jaw drop,verb,https://en.wiktionary.org/wiki/make_someone's_jaw_drop#English
make the bald man cry,verb,https://en.wiktionary.org/wiki/make_the_bald_man_cry#English
make the best of,verb,https://en.wiktionary.org/wiki/make_the_best_of#English
make the best of one's way,verb,https://en.wiktionary.org/wiki/make_the_best_of_one's_way#English
make the running,verb,https://en.wiktionary.org/wiki/make_the_running#English
make the weather,verb,https://en.wiktionary.org/wiki/make_the_weather#English
make the world go around,verb,https://en.wiktionary.org/wiki/make_the_world_go_around#English
make up the numbers,verb,https://en.wiktionary.org/wiki/make_up_the_numbers#English
make a big thing out of,verb,https://en.wiktionary.org/wiki/make_a_big_thing_out_of#English
make a break for it,verb,https://en.wiktionary.org/wiki/make_a_break_for_it#English
make a clean breast,verb,https://en.wiktionary.org/wiki/make_a_clean_breast#English
make a difference,verb,https://en.wiktionary.org/wiki/make_a_difference#English
make a go of,verb,https://en.wiktionary.org/wiki/make_a_go_of#English
make a killing,verb,https://en.wiktionary.org/wiki/make_a_killing#English
make a leg,verb,https://en.wiktionary.org/wiki/make_a_leg#English
make a meal of,verb,https://en.wiktionary.org/wiki/make_a_meal_of#English
make amends,verb,https://en.wiktionary.org/wiki/make_amends#English
make a monkey out of,verb,https://en.wiktionary.org/wiki/make_a_monkey_out_of#English
make a mountain out of a molehill,verb,https://en.wiktionary.org/wiki/make_a_mountain_out_of_a_molehill#English
make a move,verb,https://en.wiktionary.org/wiki/make_a_move#English
make a name for oneself,verb,https://en.wiktionary.org/wiki/make_a_name_for_oneself#English
make an appearance,verb,https://en.wiktionary.org/wiki/make_an_appearance#English
make an example of,verb,https://en.wiktionary.org/wiki/make_an_example_of#English
make an exhibition of oneself,verb,https://en.wiktionary.org/wiki/make_an_exhibition_of_oneself#English
make an honest woman,verb,https://en.wiktionary.org/wiki/make_an_honest_woman#English
make a pig's ear of,verb,https://en.wiktionary.org/wiki/make_a_pig's_ear_of#English
make a point,verb,https://en.wiktionary.org/wiki/make_a_point#English
make a scene,verb,https://en.wiktionary.org/wiki/make_a_scene#English
make a show of oneself,verb,https://en.wiktionary.org/wiki/make_a_show_of_oneself#English
make a silk purse of a sow's ear,verb,https://en.wiktionary.org/wiki/make_a_silk_purse_of_a_sow's_ear#English
make a spectacle of oneself,verb,https://en.wiktionary.org/wiki/make_a_spectacle_of_oneself#English
make a splash,verb,https://en.wiktionary.org/wiki/make_a_splash#English
make a virtue of necessity,verb,https://en.wiktionary.org/wiki/make_a_virtue_of_necessity#English
make believe,adjective,https://en.wiktionary.org/wiki/make_believe#English
make book,verb,https://en.wiktionary.org/wiki/make_book#English
make do,verb,https://en.wiktionary.org/wiki/make_do#English
make do and mend,verb,https://en.wiktionary.org/wiki/make_do_and_mend#English
make ends meet,verb,https://en.wiktionary.org/wiki/make_ends_meet#English
make for,verb,https://en.wiktionary.org/wiki/make_for#English
make fun of,verb,https://en.wiktionary.org/wiki/make_fun_of#English
make game of,verb,https://en.wiktionary.org/wiki/make_game_of#English
make good on,verb,https://en.wiktionary.org/wiki/make_good_on#English
make happen,verb,https://en.wiktionary.org/wiki/make_happen#English
make hay,verb,https://en.wiktionary.org/wiki/make_hay#English
make hay while the sun shines,verb,https://en.wiktionary.org/wiki/make_hay_while_the_sun_shines#English
make head or tail of,verb,https://en.wiktionary.org/wiki/make_head_or_tail_of#English
make headway,verb,https://en.wiktionary.org/wiki/make_headway#English
make history,verb,https://en.wiktionary.org/wiki/make_history#English
make it,verb,https://en.wiktionary.org/wiki/make_it#English
make it snappy,verb,https://en.wiktionary.org/wiki/make_it_snappy#English
make it up as one goes along,verb,https://en.wiktionary.org/wiki/make_it_up_as_one_goes_along#English
make it up to,verb,https://en.wiktionary.org/wiki/make_it_up_to#English
make light of,verb,https://en.wiktionary.org/wiki/make_light_of#English
make like a banana and split,verb,https://en.wiktionary.org/wiki/make_like_a_banana_and_split#English
make like a tree and leave,verb,https://en.wiktionary.org/wiki/make_like_a_tree_and_leave#English
make news,verb,https://en.wiktionary.org/wiki/make_news#English
make no bones about,verb,https://en.wiktionary.org/wiki/make_no_bones_about#English
make one's bed and lie in it,verb,https://en.wiktionary.org/wiki/make_one's_bed_and_lie_in_it#English
make oneself at home,verb,https://en.wiktionary.org/wiki/make_oneself_at_home#English
make out like a bandit,verb,https://en.wiktionary.org/wiki/make_out_like_a_bandit#English
make over,verb,https://en.wiktionary.org/wiki/make_over#English
make peace,verb,https://en.wiktionary.org/wiki/make_peace#English
make quick work of,verb,https://en.wiktionary.org/wiki/make_quick_work_of#English
make room,verb,https://en.wiktionary.org/wiki/make_room#English
make sense,verb,https://en.wiktionary.org/wiki/make_sense#English
make short work of,verb,https://en.wiktionary.org/wiki/make_short_work_of#English
make someone's blood boil,verb,https://en.wiktionary.org/wiki/make_someone's_blood_boil#English
make someone's blood run cold,verb,https://en.wiktionary.org/wiki/make_someone's_blood_run_cold#English
make someone's day,verb,https://en.wiktionary.org/wiki/make_someone's_day#English
make someone's skin crawl,verb,https://en.wiktionary.org/wiki/make_someone's_skin_crawl#English
make someone's teeth itch,verb,https://en.wiktionary.org/wiki/make_someone's_teeth_itch#English
make something of oneself,verb,https://en.wiktionary.org/wiki/make_something_of_oneself#English
make strange,verb,https://en.wiktionary.org/wiki/make_strange#English
make the cut,verb,https://en.wiktionary.org/wiki/make_the_cut#English
make the grade,verb,https://en.wiktionary.org/wiki/make_the_grade#English
make the most of,verb,https://en.wiktionary.org/wiki/make_the_most_of#English
make the welkin ring,verb,https://en.wiktionary.org/wiki/make_the_welkin_ring#English
make time,verb,https://en.wiktionary.org/wiki/make_time#English
make tracks,verb,https://en.wiktionary.org/wiki/make_tracks#English
make up one's mind,verb,https://en.wiktionary.org/wiki/make_up_one's_mind#English
make waves,verb,https://en.wiktionary.org/wiki/make_waves#English
make yourself at home,phrase,https://en.wiktionary.org/wiki/make_yourself_at_home#English
mama's boy,noun,https://en.wiktionary.org/wiki/mama's_boy#English
man in the street,noun,https://en.wiktionary.org/wiki/man_in_the_street#English
man of the people,noun,https://en.wiktionary.org/wiki/man_of_the_people#English
man the fort,verb,https://en.wiktionary.org/wiki/man_the_fort#English
man among men,noun,https://en.wiktionary.org/wiki/man_among_men#English
man down,verb,https://en.wiktionary.org/wiki/man_down#English
manners maketh man,proverb,https://en.wiktionary.org/wiki/manners_maketh_man#English
manoeuvre the apostles,verb,https://en.wiktionary.org/wiki/manoeuvre_the_apostles#English
man of few words,noun,https://en.wiktionary.org/wiki/man_of_few_words#English
man of parts,noun,https://en.wiktionary.org/wiki/man_of_parts#English
man on the street,noun,https://en.wiktionary.org/wiki/man_on_the_street#English
man up,verb,https://en.wiktionary.org/wiki/man_up#English
many moons ago,phrase,https://en.wiktionary.org/wiki/many_moons_ago#English
many a time and oft,adverb,https://en.wiktionary.org/wiki/many_a_time_and_oft#English
many happy returns,noun,https://en.wiktionary.org/wiki/many_happy_returns#English
march to the beat of a different drum,verb,https://en.wiktionary.org/wiki/march_to_the_beat_of_a_different_drum#English
mark my words,phrase,https://en.wiktionary.org/wiki/mark_my_words#English
marry the ketchup,verb,https://en.wiktionary.org/wiki/marry_the_ketchup#English
marry off,verb,https://en.wiktionary.org/wiki/marry_off#English
Mary Celeste,noun,https://en.wiktionary.org/wiki/Mary_Celeste#English
mass destruction,noun,https://en.wiktionary.org/wiki/mass_destruction#English
Master John Goodfellow,noun,https://en.wiktionary.org/wiki/Master_John_Goodfellow#English
Master of the Universe,noun,https://en.wiktionary.org/wiki/Master_of_the_Universe#English
match made in heaven,noun,https://en.wiktionary.org/wiki/match_made_in_heaven#English
match made in hell,noun,https://en.wiktionary.org/wiki/match_made_in_hell#English
matter of life and death,noun,https://en.wiktionary.org/wiki/matter_of_life_and_death#English
matter of course,noun,https://en.wiktionary.org/wiki/matter_of_course#English
matter of fact,noun,https://en.wiktionary.org/wiki/matter_of_fact#English
matter of time,noun,https://en.wiktionary.org/wiki/matter_of_time#English
may the Force be without you,phrase,https://en.wiktionary.org/wiki/may_the_Force_be_without_you#English
may the Force not be with you,phrase,https://en.wiktionary.org/wiki/may_the_Force_not_be_with_you#English
may as well,verb,https://en.wiktionary.org/wiki/may_as_well#English
maypole,noun,https://en.wiktionary.org/wiki/maypole#English
may the Force be with you,phrase,https://en.wiktionary.org/wiki/may_the_Force_be_with_you#English
meal ticket,noun,https://en.wiktionary.org/wiki/meal_ticket#English
mean business,verb,https://en.wiktionary.org/wiki/mean_business#English
mean streak,noun,https://en.wiktionary.org/wiki/mean_streak#English
meant to,phrase,https://en.wiktionary.org/wiki/meant_to#English
mean the world to,verb,https://en.wiktionary.org/wiki/mean_the_world_to#English
measles,noun,https://en.wiktionary.org/wiki/measles#English
measure the drapes,verb,https://en.wiktionary.org/wiki/measure_the_drapes#English
measure up,verb,https://en.wiktionary.org/wiki/measure_up#English
meat on one's bones,noun,https://en.wiktionary.org/wiki/meat_on_one's_bones#English
meat rack,noun,https://en.wiktionary.org/wiki/meat_rack#English
meat market,noun,https://en.wiktionary.org/wiki/meat_market#English
meat on the bones,noun,https://en.wiktionary.org/wiki/meat_on_the_bones#English
media darling,noun,https://en.wiktionary.org/wiki/media_darling#English
meet a sticky end,verb,https://en.wiktionary.org/wiki/meet_a_sticky_end#English
meet halfway,verb,https://en.wiktionary.org/wiki/meet_halfway#English
meeting of the minds,noun,https://en.wiktionary.org/wiki/meeting_of_the_minds#English
meet one's maker,verb,https://en.wiktionary.org/wiki/meet_one's_maker#English
melon head,noun,https://en.wiktionary.org/wiki/melon_head#English
melt in the mouth,adjective,https://en.wiktionary.org/wiki/melt_in_the_mouth#English
melt into,verb,https://en.wiktionary.org/wiki/melt_into#English
melting pot,noun,https://en.wiktionary.org/wiki/melting_pot#English
member for Barkshire,noun,https://en.wiktionary.org/wiki/member_for_Barkshire#English
memory-hole,noun,https://en.wiktionary.org/wiki/memory-hole#English
memory lane,noun,https://en.wiktionary.org/wiki/memory_lane#English
mend fences,verb,https://en.wiktionary.org/wiki/mend_fences#English
mend one's ways,verb,https://en.wiktionary.org/wiki/mend_one's_ways#English
mercy fuck,noun,https://en.wiktionary.org/wiki/mercy_fuck#English
mercy sake's alive,interjection,https://en.wiktionary.org/wiki/mercy_sake's_alive#English
mere mortal,noun,https://en.wiktionary.org/wiki/mere_mortal#English
merry men,noun,https://en.wiktionary.org/wiki/merry_men#English
Merry Andrew,noun,https://en.wiktionary.org/wiki/Merry_Andrew#English
merry dance,noun,https://en.wiktionary.org/wiki/merry_dance#English
mess up,verb,https://en.wiktionary.org/wiki/mess_up#English
mess of pottage,noun,https://en.wiktionary.org/wiki/mess_of_pottage#English
method to one's madness,noun,https://en.wiktionary.org/wiki/method_to_one's_madness#English
me three,adverb,https://en.wiktionary.org/wiki/me_three#English
Mexican breakfast,noun,https://en.wiktionary.org/wiki/Mexican_breakfast#English
mic drop,noun,https://en.wiktionary.org/wiki/mic_drop#English
Mickey Mouse,adjective,https://en.wiktionary.org/wiki/Mickey_Mouse#English
Midas touch,proper noun,https://en.wiktionary.org/wiki/Midas_touch#English
middle ground,noun,https://en.wiktionary.org/wiki/middle_ground#English
middle of nowhere,noun,https://en.wiktionary.org/wiki/middle_of_nowhere#English
middle of the road,adjective,https://en.wiktionary.org/wiki/middle_of_the_road#English
might as well,verb,https://en.wiktionary.org/wiki/might_as_well#English
milestone,noun,https://en.wiktionary.org/wiki/milestone#English
milieu control,noun,https://en.wiktionary.org/wiki/milieu_control#English
milk the clock,verb,https://en.wiktionary.org/wiki/milk_the_clock#English
Miller of Dee,noun,https://en.wiktionary.org/wiki/Miller_of_Dee#English
mince words,verb,https://en.wiktionary.org/wiki/mince_words#English
mind how you go,phrase,https://en.wiktionary.org/wiki/mind_how_you_go#English
mind one's language,verb,https://en.wiktionary.org/wiki/mind_one's_language#English
mind-numbing,adjective,https://en.wiktionary.org/wiki/mind-numbing#English
mind one's own business,verb,https://en.wiktionary.org/wiki/mind_one's_own_business#English
mind one's P's and Q's,verb,https://en.wiktionary.org/wiki/mind_one's_P's_and_Q's#English
mind one's ps and qs,verb,https://en.wiktionary.org/wiki/mind_one's_ps_and_qs#English
mind's ear,noun,https://en.wiktionary.org/wiki/mind's_ear#English
mind the store,verb,https://en.wiktionary.org/wiki/mind_the_store#English
mind you,adverb,https://en.wiktionary.org/wiki/mind_you#English
miner's canary,noun,https://en.wiktionary.org/wiki/miner's_canary#English
miners' canary,noun,https://en.wiktionary.org/wiki/miners'_canary#English
mines & minerals,noun,https://en.wiktionary.org/wiki/mines_&_minerals#English
mines and minerals,noun,https://en.wiktionary.org/wiki/mines_and_minerals#English
minor miracle,noun,https://en.wiktionary.org/wiki/minor_miracle#English
mint condition,noun,https://en.wiktionary.org/wiki/mint_condition#English
miss the forest for the trees,verb,https://en.wiktionary.org/wiki/miss_the_forest_for_the_trees#English
miss the mark,verb,https://en.wiktionary.org/wiki/miss_the_mark#English
miss the wood for the trees,verb,https://en.wiktionary.org/wiki/miss_the_wood_for_the_trees#English
miss the woods for the trees,verb,https://en.wiktionary.org/wiki/miss_the_woods_for_the_trees#English
missing stair,noun,https://en.wiktionary.org/wiki/missing_stair#English
mission creep,noun,https://en.wiktionary.org/wiki/mission_creep#English
Miss Right,noun,https://en.wiktionary.org/wiki/Miss_Right#English
Mister Wrong,noun,https://en.wiktionary.org/wiki/Mister_Wrong#English
Mister Right,noun,https://en.wiktionary.org/wiki/Mister_Right#English
mix apples and oranges,verb,https://en.wiktionary.org/wiki/mix_apples_and_oranges#English
mixed picture,noun,https://en.wiktionary.org/wiki/mixed_picture#English
mixed bag,noun,https://en.wiktionary.org/wiki/mixed_bag#English
mixed blessing,noun,https://en.wiktionary.org/wiki/mixed_blessing#English
mixed message,noun,https://en.wiktionary.org/wiki/mixed_message#English
mix it up,verb,https://en.wiktionary.org/wiki/mix_it_up#English
mix up,noun,https://en.wiktionary.org/wiki/mix_up#English
modest proposal,noun,https://en.wiktionary.org/wiki/modest_proposal#English
moment in the sun,noun,https://en.wiktionary.org/wiki/moment_in_the_sun#English
moment of truth,noun,https://en.wiktionary.org/wiki/moment_of_truth#English
Monday-morning quarterback,noun,https://en.wiktionary.org/wiki/Monday-morning_quarterback#English
money for jam,noun,https://en.wiktionary.org/wiki/money_for_jam#English
money for old rope,noun,https://en.wiktionary.org/wiki/money_for_old_rope#English
money pit,noun,https://en.wiktionary.org/wiki/money_pit#English
money's worth,noun,https://en.wiktionary.org/wiki/money's_worth#English
monkey around,verb,https://en.wiktionary.org/wiki/monkey_around#English
monkey business,noun,https://en.wiktionary.org/wiki/monkey_business#English
Monopoly money,noun,https://en.wiktionary.org/wiki/Monopoly_money#English
monster mash,noun,https://en.wiktionary.org/wiki/monster_mash#English
"month in, month out",adverb,"https://en.wiktionary.org/wiki/month_in,_month_out#English"
month of Sundays,noun,https://en.wiktionary.org/wiki/month_of_Sundays#English
moonlight flit,noun,https://en.wiktionary.org/wiki/moonlight_flit#English
moral bankruptcy,noun,https://en.wiktionary.org/wiki/moral_bankruptcy#English
moral high ground,noun,https://en.wiktionary.org/wiki/moral_high_ground#English
moral low ground,noun,https://en.wiktionary.org/wiki/moral_low_ground#English
morally bankrupt,adjective,https://en.wiktionary.org/wiki/morally_bankrupt#English
more than meets the eye,adjective,https://en.wiktionary.org/wiki/more_than_meets_the_eye#English
more than one bargained for,noun,https://en.wiktionary.org/wiki/more_than_one_bargained_for#English
more than you can shake a stick at,adjective,https://en.wiktionary.org/wiki/more_than_you_can_shake_a_stick_at#English
more cry than wool,noun,https://en.wiktionary.org/wiki/more_cry_than_wool#English
more equal,adjective,https://en.wiktionary.org/wiki/more_equal#English
more often than not,adverb,https://en.wiktionary.org/wiki/more_often_than_not#English
more's the pity,phrase,https://en.wiktionary.org/wiki/more's_the_pity#English
morning person,noun,https://en.wiktionary.org/wiki/morning_person#English
most an end,adverb,https://en.wiktionary.org/wiki/most_an_end#English
mother-hive,noun,https://en.wiktionary.org/wiki/mother-hive#English
mother hen,noun,https://en.wiktionary.org/wiki/mother_hen#English
mother lode,noun,https://en.wiktionary.org/wiki/mother_lode#English
mouth the words,verb,https://en.wiktionary.org/wiki/mouth_the_words#English
mouth breather,noun,https://en.wiktionary.org/wiki/mouth_breather#English
mouthful of marbles,noun,https://en.wiktionary.org/wiki/mouthful_of_marbles#English
move furniture,verb,https://en.wiktionary.org/wiki/move_furniture#English
move mountains,verb,https://en.wiktionary.org/wiki/move_mountains#English
move someone to tears,verb,https://en.wiktionary.org/wiki/move_someone_to_tears#English
move the needle,verb,https://en.wiktionary.org/wiki/move_the_needle#English
move through the gears,verb,https://en.wiktionary.org/wiki/move_through_the_gears#English
move up in the world,verb,https://en.wiktionary.org/wiki/move_up_in_the_world#English
move heaven and earth,verb,https://en.wiktionary.org/wiki/move_heaven_and_earth#English
move house,verb,https://en.wiktionary.org/wiki/move_house#English
move on,verb,https://en.wiktionary.org/wiki/move_on#English
move one's body,verb,https://en.wiktionary.org/wiki/move_one's_body#English
move out,verb,https://en.wiktionary.org/wiki/move_out#English
move the goalposts,verb,https://en.wiktionary.org/wiki/move_the_goalposts#English
move the yardsticks,verb,https://en.wiktionary.org/wiki/move_the_yardsticks#English
much ado about nothing,phrase,https://en.wiktionary.org/wiki/much_ado_about_nothing#English
much of a muchness,phrase,https://en.wiktionary.org/wiki/much_of_a_muchness#English
muddle along,verb,https://en.wiktionary.org/wiki/muddle_along#English
muddy up,verb,https://en.wiktionary.org/wiki/muddy_up#English
muddy the waters,verb,https://en.wiktionary.org/wiki/muddy_the_waters#English
mud monkey,noun,https://en.wiktionary.org/wiki/mud_monkey#English
mug's game,noun,https://en.wiktionary.org/wiki/mug's_game#English
mum's the word,phrase,https://en.wiktionary.org/wiki/mum's_the_word#English
murder will out,proverb,https://en.wiktionary.org/wiki/murder_will_out#English
mush up,verb,https://en.wiktionary.org/wiki/mush_up#English
music to someone's ears,noun,https://en.wiktionary.org/wiki/music_to_someone's_ears#English
mutton dressed as lamb,noun,https://en.wiktionary.org/wiki/mutton_dressed_as_lamb#English
mutual admiration society,noun,https://en.wiktionary.org/wiki/mutual_admiration_society#English
my arse,interjection,https://en.wiktionary.org/wiki/my_arse#English
my skull's afly,phrase,https://en.wiktionary.org/wiki/my_skull's_afly#English
my bad,interjection,https://en.wiktionary.org/wiki/my_bad#English
my eye,interjection,https://en.wiktionary.org/wiki/my_eye#English
my foot,interjection,https://en.wiktionary.org/wiki/my_foot#English
my way or the highway,noun,https://en.wiktionary.org/wiki/my_way_or_the_highway#English
my word,interjection,https://en.wiktionary.org/wiki/my_word#English
na-na na-na boo-boo,phrase,https://en.wiktionary.org/wiki/na-na_na-na_boo-boo#English
nail the hammer on the head,verb,https://en.wiktionary.org/wiki/nail_the_hammer_on_the_head#English
nail down,verb,https://en.wiktionary.org/wiki/nail_down#English
naked ape,noun,https://en.wiktionary.org/wiki/naked_ape#English
name names,verb,https://en.wiktionary.org/wiki/name_names#English
name one's poison,verb,https://en.wiktionary.org/wiki/name_one's_poison#English
name and shame,verb,https://en.wiktionary.org/wiki/name_and_shame#English
name of the game,noun,https://en.wiktionary.org/wiki/name_of_the_game#English
Nantucket sleigh ride,noun,https://en.wiktionary.org/wiki/Nantucket_sleigh_ride#English
narrow down,verb,https://en.wiktionary.org/wiki/narrow_down#English
native soil,noun,https://en.wiktionary.org/wiki/native_soil#English
nature calls,phrase,https://en.wiktionary.org/wiki/nature_calls#English
nature of the beast,noun,https://en.wiktionary.org/wiki/nature_of_the_beast#English
near and dear,prepositional phrase,https://en.wiktionary.org/wiki/near_and_dear#English
near post,noun,https://en.wiktionary.org/wiki/near_post#English
nearest and dearest,adjective,https://en.wiktionary.org/wiki/nearest_and_dearest#English
neat and tidy,adjective,https://en.wiktionary.org/wiki/neat_and_tidy#English
necessary evil,noun,https://en.wiktionary.org/wiki/necessary_evil#English
necker's knob,noun,https://en.wiktionary.org/wiki/necker's_knob#English
neck of the woods,noun,https://en.wiktionary.org/wiki/neck_of_the_woods#English
necktie party,noun,https://en.wiktionary.org/wiki/necktie_party#English
need-to-know,adjective,https://en.wiktionary.org/wiki/need-to-know#English
needle drop,noun,https://en.wiktionary.org/wiki/needle_drop#English
needle in a haystack,noun,https://en.wiktionary.org/wiki/needle_in_a_haystack#English
needless to say,adverb,https://en.wiktionary.org/wiki/needless_to_say#English
need yesterday,verb,https://en.wiktionary.org/wiki/need_yesterday#English
"Citations:neither fish, flesh, nor good red herring",phrase,"https://en.wiktionary.org/wiki/Citations:neither_fish,_flesh,_nor_good_red_herring#English"
"neither fish, flesh, nor good red herring",adjective,"https://en.wiktionary.org/wiki/neither_fish,_flesh,_nor_good_red_herring#English"
neither fish nor fowl,adjective,https://en.wiktionary.org/wiki/neither_fish_nor_fowl#English
neither here nor there,adjective,https://en.wiktionary.org/wiki/neither_here_nor_there#English
nerve-shredder,noun,https://en.wiktionary.org/wiki/nerve-shredder#English
nerves of steel,noun,https://en.wiktionary.org/wiki/nerves_of_steel#English
nervous hit,noun,https://en.wiktionary.org/wiki/nervous_hit#English
never the twain shall meet,phrase,https://en.wiktionary.org/wiki/never_the_twain_shall_meet#English
